SA_Cover_thickness_50m_GDA94_NoData_dx,SA_Cover_thickness_50m_GDA94_NoData_dy,dem-9s_GDA94_SA_NoData_dx,dem-9s_GDA94_SA_NoData_dy,SA_CoverThickness_400m_GDA94_NoData_dx,SA_CoverThickness_400m_GDA94_NoData_dy
6.66473388671875,14.192639350891113,0.047405630350112915,-0.19634760916233063,0.0503539964556694,0.10264807194471359
11.54205322265625,60.6505012512207,2.5276551246643066,0.524169921875,0.32718533277511597,0.4459277093410492
-9.989110946655273,100.32563781738281,-3.135702610015869,-2.3609910011291504,2.8427534103393555,3.2143828868865967
1.3523437976837158,49.76904296875,3.246142625808716,-3.3308823108673096,2.203392505645752,0.9437330961227417
-6.963964939117432,31.279590606689453,4.1668381690979,-16.72412109375,4.1037468910217285,1.8259525299072266
11.976000785827637,39.637550354003906,1.4000060558319092,-1.380285620689392,-0.6726343035697937,-2.0511512756347656
-9.989110946655273,100.32563781738281,-3.7833778858184814,-1.6012153625488281,-0.39530009031295776,-0.25193357467651367
-189.319091796875,-59.94257736206055,3.2830567359924316,-5.84194803237915,0.3703764081001282,1.071027159690857
9.284248352050781,137.77552795410156,-3.7295165061950684,-1.4408996105194092,-3.4807839393615723,-11.218263626098633
60.588966369628906,-73.852294921875,0.23534031212329865,1.6523288488388062,3.6368117332458496,-7.487978935241699
-7.603930473327637,10.404711723327637,9.705462455749512,-5.834704399108887,-0.149871826171875,0.08392246067523956
,,,,,
24.661218643188477,108.34454345703125,9.263476371765137,4.154187202453613,-1.6187766790390015,3.3646209239959717
30.529882431030273,80.20210266113281,-4.0103440284729,-1.713220238685608,-0.18225988745689392,0.13540351390838623
-411.0289001464844,205.0404815673828,0.339560329914093,-1.4384227991104126,-0.34243088960647583,-0.6304877996444702
22.0606689453125,106.45185852050781,-1.0963256359100342,0.8994674682617188,-1.9831058979034424,-2.659703493118286
86.1241226196289,13.59423828125,-2.4871649742126465,-0.150604248046875,0.7736045718193054,8.71883487701416
-0.24814453721046448,1.5671875476837158,-0.25131529569625854,0.11603164672851562,-1.6756465435028076,3.3972764015197754
-192.5734100341797,176.1776123046875,1.339990258216858,1.5941650867462158,0.31635457277297974,1.275827407836914
2.417675733566284,18.580272674560547,5.212429523468018,-2.4064457416534424,-2.847424268722534,3.6682357788085938
5.78125,26.503124237060547,0.0696742981672287,-0.6277320981025696,0.417715847492218,-3.314568042755127
-16.30517578125,12.369531631469727,0.7162807583808899,0.5292682647705078,-0.7090768814086914,-0.9018806219100952
7.820116996765137,-4.173535346984863,-0.7992397546768188,-0.2319389283657074,0.19314880669116974,-0.3835006654262543
69.33866119384766,166.55856323242188,0.380584716796875,2.0203857421875,-0.5484220385551453,1.7317432165145874
-212.40982055664062,772.87646484375,-2.203869581222534,0.3406356871128082,0.6529761552810669,1.596313238143921
