X,Y,label
277420.6003,7036141.464,1
337000.8173,6500701.527,1
-80665.97742,7110910.79,1
722930.5935,6374201.583,1
373128.775,6466873.517,1
236593.6807,6508755.552,1
305078.8123,6603314.476,1
