SA_Cover_thickness_50m_GDA94_NoData_dx,SA_Cover_thickness_50m_GDA94_NoData_dy,dem-9s_GDA94_SA_NoData_dx,dem-9s_GDA94_SA_NoData_dy,SA_CoverThickness_400m_GDA94_NoData_dx,SA_CoverThickness_400m_GDA94_NoData_dy
-31.250586,120.25859,20.328941,1.9733642,1.0997813,-1.7810532
-5.8458986,109.92363,-28.948196,12.133631,1.4190257,-2.2048426
11.515039,112.54561,0.079782106,-25.706604,1.0609411,0.34054264
11.292578,109.46944,-20.063652,-22.195797,-3.0633307,5.022607
-10.283008,122.444534,7.097577,11.655505,3.2771277,0.95038766
-9.461523,143.94003,1.4069397,15.127884,1.2370527,0.88027555
9.381152,142.46347,-2.4204803,-4.7993774,3.120716,5.2334776
6.3338866,136.54716,-26.718563,1.5800934,1.649996,3.2228227
-4.488379,132.98897,16.808352,-14.18548,-2.9790654,-5.0448675
-3.7157226,133.4504,4.9230423,-1.2496307,-0.117360495,-2.1085095
10.338964,134.86368,-1.0954682,-6.042413,-1.6200349,1.5609809
5.637207,135.29697,1.7694016,-8.094673,0.97768974,1.9479282
-11.230566,125.66494,-2.2613158,-7.66129,0.04156387,3.7360253
-11.513184,122.73213,4.9874163,1.4529556,-1.6712773,2.0045075
32.530956,153.80215,-1.4660507,12.280615,0.6882503,-0.5840716
50.50049,161.8046,0.3938858,-0.20693664,0.7695571,0.36504167
23.791407,165.42656,-1.1055329,-1.858133,0.6037778,0.11822049
-23.599415,146.10469,2.9483962,-0.9632889,0.17370486,-5.4031334
-30.86494,129.88614,2.8954804,-1.2271225,2.237267,-0.38704205
-7.781934,125.70186,3.523175,-8.319254,-3.692545,1.9889301
11.28418,119.83633,-2.6470764,2.094452,3.0002007,1.9833466
9.465039,119.46006,5.6063004,1.5925919,-4.044366,-3.1415222
-1.6238282,118.975,1.2429383,-1.2073212,-2.2654715,2.837131
-12.635351,107.59599,-1.4120728,-4.374704,0.009678508,0.36264008
-12.720019,101.45664,1.5288788,-6.071771,-0.1833949,-0.40739685
-8.752832,109.876755,3.7268403,12.958606,-0.8761398,-0.27072087
0.73232424,113.816795,-2.6235962,-1.9396454,-0.83014,0.2738605
2.905664,114.16689,0.6569382,-1.00719,-0.033923842,0.161572
-1.4041016,114.63906,-4.72305,6.98638,0.9055154,-0.32593653
6.8734374,117.129395,-5.408679,-0.66606444,1.2796923,1.2150786
5.930762,118.56856,-6.24057,0.25140992,4.081256,-4.0602083
1.7995117,118.73271,6.7190676,3.9886718,-0.2325983,-4.5291657
8.698926,124.449905,4.347415,-3.753862,-3.3983886,-0.8912183
15.66377,122.69238,-8.437886,2.4256363,0.28274882,2.5610082
7.6239257,140.5463,0.89637756,2.9517944,0.5413203,0.47567576
-3.3864257,128.98917,-2.3800125,1.0763153,1.3079164,1.5182269
22.939648,130.22266,-0.9404602,-5.3781233,-0.86167014,0.6644977
129.60332,116.65938,-1.3335578,-0.3149887,-5.309617,3.999223
261.66425,30.173828,0.3896187,-3.5882232,5.294343,-0.8091959
173.67001,-78.288864,-0.46481323,-1.1136811,3.5427353,-0.24738845
15.375586,-71.32656,-0.9617294,-0.90771407,11.421562,-5.582826
-89.55049,64.0624,2.0002174,-0.49972153,8.406927,-4.4794436
-178.27881,181.68877,-1.707016,-1.8603637,6.792703,-4.4705596
12.251953,153.3247,0.012757778,-0.9516495,1.0208803,0.83604586
25.581055,186.64136,0.7020525,-0.56223905,0.15008278,-0.060741805
30.650879,197.39444,0.22266617,-0.17573471,-0.06286468,-0.5105343
18.571583,210.4915,-0.16069412,-0.89920425,0.17110749,-0.041529845
4.5197268,235.78183,0.71418345,-0.4858574,1.1198418,-0.18691178
10.765234,270.00604,0.38501588,0.51184577,-0.08141136,-0.25584412
7.063086,281.33612,1.1039444,-0.75624007,-0.81186485,0.03576088
-19.228321,233.39981,0.41418228,-1.7274482,0.16446152,0.5997074
-22.83584,165.57109,1.0643814,-1.1072487,0.31648865,0.6725019
2.5205078,126.48193,0.4921341,1.7480911,0.33546028,0.29699802
0.91445315,117.62041,0.5177582,0.82142794,-0.018044662,0.056326676
-22.474218,121.024315,0.96464384,-0.9599396,-0.15053406,-0.24048272
-28.349415,136.28926,-1.1637405,1.1789856,-0.58542615,-0.39150771
-27.270605,135.57549,0.34708405,0.29100496,-0.9821833,-0.75854987
-19.416798,124.84932,0.7497002,1.3225937,-0.64403236,-1.2938198
-0.8633789,105.31172,-0.09484024,0.13874817,0.6960249,-1.9770256
21.07129,86.40879,-1.6002716,0.48308182,1.0949106,-1.1716028
29.66455,86.03672,-0.123809814,-0.80298615,-1.0842863,-0.52030313
4.1009765,103.29551,-14.980893,-3.2831619,-2.0998702,-0.1640667
-17.933691,107.060646,19.25518,-1.3042969,0.7369734,7.249598
-18.481152,106.43076,1.8345169,-5.676787,11.082296,4.1885314
-10.335254,113.55019,-16.775625,-11.865606,-2.6391416,0.9177076
13.494238,124.129395,18.275686,-1.5731201,-0.75680906,0.09527562
6.812793,121.16006,1.339592,2.3659072,-1.1821353,-0.53293073
-24.868555,120.55459,2.2689483,7.0638304,-2.9143078,-3.6691887
-19.494532,127.20205,-14.338071,0.75513,-2.7410684,-4.1784506
7.065137,127.921585,6.2117434,5.739267,1.6625214,5.193278
12.433496,120.46631,-0.47732544,-10.127283,-6.9237723,4.304444
4.1592774,111.49131,-19.491734,1.5969818,4.762933,-2.9668288
-2.8901367,97.103806,-18.378855,-2.4656875,-3.7937317,-1.31248
1.4927734,111.78711,6.783513,20.993256,8.62705,-6.4507737
5.987109,145.36768,0.16505432,-0.7426468,2.0569057,-1.8674637
0.15332031,134.30362,-21.609623,-6.5342436,2.2714298,1.641909
-13.022168,119.86826,0.92680055,0.32785034,-0.16554785,1.4033381
13.958008,138.88379,-5.95276,1.1725342,0.7630033,-0.54381937
31.03916,164.99503,0.7626053,-2.017035,0.57023954,0.9732108
24.562794,176.75284,5.0117097,-1.8126953,-5.735611,8.075588
-1.2652344,173.89365,1.0903794,1.6138687,-1.694247,0.7173861
-17.620508,159.5378,-10.195987,1.5171998,0.11287065,1.5191934
0.21279296,154.27803,-1.789093,2.8772492,5.0316343,0.4891119
17.01914,152.41455,-2.8188827,0.14059906,0.47261462,-4.0757904
11.948242,149.49228,-5.542699,3.15271,4.928362,-1.3220427
4.4793944,148.07626,-19.687351,-6.265509,0.8060023,1.6462433
0.7169922,131.81241,13.633921,1.2071778,-2.0157661,-1.6347895
-12.198535,123.78652,10.328911,-26.173426,0.29807454,-1.4514973
-15.976758,131.9169,0.9064468,-6.7922044,0.745461,-0.7962129
-4.6140623,130.63779,0.6053146,8.315135,1.0001644,1.5588332
4.3046875,130.89355,-4.7154417,1.4951233,1.6792835,2.919692
0.8395508,114.929886,-11.629545,-2.8223586,1.8963203,3.1375592
-1.140918,117.70137,0.038549803,1.9183807,-1.2733358,1.0261407
3.2688477,130.0245,-12.452771,4.949075,1.9657665,0.10808225
1.6027343,133.07881,-0.26725006,5.41096,0.05576701,-0.17792813
15.263672,113.41514,1.6122849,-0.27163848,-1.2599571,0.8999585
9.904297,90.53203,-0.22454682,0.9968521,1.7501338,-1.0512779
-2.756836,97.55869,-0.95046693,1.4602096,-0.21583772,0.21125686
-4.9563475,130.38594,2.899608,1.2047532,-0.52798456,-0.9945146
23.391504,118.978714,-1.7192109,-3.9452605,1.0882813,1.4285842
178.82344,98.203224,-2.2119591,0.037259676,0.21487817,-0.35503644
335.62198,10.056152,-1.2765846,3.0335395,1.0836138,0.5421345
218.85489,-22.091602,-1.0289726,0.35057908,5.743297,-0.44524002
-62.541893,-7.3598633,-0.35167313,-0.48114318,13.021253,-3.3872924
-220.56046,125.04502,8.576261,5.140546,10.254965,-2.7467499
-229.38339,190.48994,-13.46886,13.76416,3.9473908,-7.0306854
,41.978516,-0.4561041,-2.4708903,-0.04798765,-0.28869495
8.274414,44.532227,-0.13627961,-0.47059378,-0.084377386,-0.23263133
4.5351562,,-5.4428997,2.8252761,0.017201424,-0.3412939
-7.0791016,,,,,
-28.055664,,,,,
-31.000488,,,,,
26.216797,81.498535,0.65049714,-1.4395087,0.5262984,-0.8357644
28.26351,88.91553,0.76482964,-1.2611048,1.3933344,-0.9875614
18.964062,117.43555,-0.2088707,-0.07479401,0.5522655,-0.55860937
25.144043,118.46895,0.73076093,-0.31642836,0.17251357,-0.7429508
9.932813,119.94375,0.09522934,-0.23011628,-0.90616417,-1.2044407
-12.192578,125.5168,-1.5531212,-0.5589634,1.0070331,0.99954796
-4.1322265,135.74258,-0.4168934,-1.3644718,-0.05844269,0.85425794
19.975292,142.9664,0.48553848,0.13617401,-1.0552139,0.19895287
19.676075,125.086624,-0.38829726,1.9796005,-0.84272444,-0.11734619
22.660938,95.50478,0.5442764,0.19496842,0.57687986,-0.14161739
27.37373,80.52549,-0.3961708,-1.087693,1.4177116,0.015206528
10.560644,79.38096,-0.67110443,-0.8870903,0.4632763,-0.7421047
-20.713184,90.245804,0.4419136,-1.152298,-0.04568367,-1.071196
-32.209373,105.40713,-0.43224868,-0.3014206,-0.47718126,-2.0998218
-20.425196,93.001755,0.11506195,0.67813337,-0.40927505,-1.1153119
-7.441504,73.987206,0.4304695,0.14592743,1.2837883,-0.5059372
13.059473,56.166115,-0.40695724,1.8392785,-7.876384,5.5499315
23.79746,47.14248,1.2657135,-0.23233795,0.7012531,-1.1575501
9.576075,55.149414,1.1464965,-1.3439338,-3.9423256,-0.6802637
-9.35586,78.86592,7.446051,11.903471,1.629249,-2.5643213
-29.12295,82.26357,36.066692,-10.369242,-8.258812,2.4697614
-37.740135,83.86094,-4.9641542,-0.26013488,-0.053723145,0.5166441
-23.54453,90.95244,22.555662,-2.45242,-5.2657886,-4.10394
3.9051757,101.01738,-0.27440184,6.3354673,-1.0743843,0.37476617
14.867383,100.69893,-10.272512,1.8379272,-1.0323402,-0.1808767
-16.325,90.0457,-13.0257845,17.962173,-0.11845908,-1.2471781
-16.828516,77.1792,6.371588,0.61559755,1.1397861,3.7121842
16.116894,77.24678,-4.724332,3.7253966,0.6757277,-0.9021168
22.76416,80.46533,-0.72630614,9.878909,-2.833754,-1.6331583
18.87412,69.109474,-2.2830138,-3.395865,1.8599488,1.3443685
-4.0115232,56.073048,10.029257,-7.214032,-0.10654944,1.3911994
-37.924904,82.998825,-0.94526976,0.18262787,-2.1725087,2.468902
-16.879297,124.492386,-0.66696626,-1.6494644,2.2351604,3.0738902
14.268847,130.76172,-12.562395,4.488733,3.0613716,-0.6848415
-4.5913086,113.53359,0.77662504,0.45540008,-0.23536034,-1.7802341
-5.082324,113.578224,1.5978088,-0.3185196,0.7784294,-0.066633224
12.631445,122.66113,-7.5464907,-5.6758943,5.929944,-1.888408
14.892774,135.35245,1.8566849,-12.266495,-0.7674837,1.0223922
-6.384375,139.74081,1.0253937,-1.2467728,0.39205396,-1.3665718
-11.249316,138.88516,-5.9138794,-8.235666,-1.1115301,0.8842567
-0.6586914,143.62354,0.9364365,-3.0802674,-3.1598077,-1.3352473
16.069921,148.03613,-0.100343324,-1.5781082,0.86490965,1.8934486
13.80332,160.44629,-2.2170563,2.02453,-1.2845044,1.8817594
16.056055,157.76913,-0.6928345,1.3314422,-0.4960475,2.54073
11.654394,156.19385,2.0593536,5.569838,0.66699547,-0.47210765
-12.824512,150.74712,-4.634082,11.299855,1.6482344,6.1942854
-15.604101,153.95146,3.4508514,2.3335495,5.2888703,-6.5593095
1.7556641,153.3851,-0.8708313,7.568811,-4.626132,-0.19982758
18.613575,150.00253,0.09753418,0.5779678,-1.0558307,0.21664341
11.788086,139.17838,1.9866577,-1.187526,0.65130603,0.108443394
-8.221191,117.59414,-2.617543,-1.6556641,-0.50671756,0.32641667
-9.44668,111.02832,-1.8498367,2.0313873,-0.45277134,-2.9466648
18.408886,42.739258,-5.6898985,-8.185446,3.0273197,2.8064506
51.245705,-48.243164,4.2659864,0.62748563,0.51155394,-0.25869185
31.520214,-97.30205,1.1336578,0.7553543,1.2652848,1.9540818
-32.22998,-81.8501,4.060837,0.77378845,-2.5806134,0.064390376
-24.806446,-18.197071,-5.341722,4.3883195,0.35659963,0.5760484
55.122364,16.671778,5.760559,-1.3127838,0.2219437,-1.5903829
238.52588,-35.181347,-0.72993773,1.0653442,-0.24548097,-0.101976395
381.95908,-73.24062,-2.8316886,-0.45580444,1.3661703,3.8304305
191.08603,-40.42373,0.38032302,-0.6714897,16.645407,1.1746414
-131.76103,14.266797,-1.0398277,-1.313134,11.984198,-9.103314
-287.4003,55.912792,0.17052308,2.6617508,8.899045,-3.1484284
-219.81816,42.123924,0.43617707,0.8896713,-0.97306824,4.6117797
8.274414,43.25537,-3.612954,0.23491192,0.22811079,-0.5981738
7.0279946,43.25537,-0.95203435,0.4543771,0.060650922,-0.43111706
2.5664062,43.947266,0.20338765,-0.012886286,-0.052968215,-0.48212728
-9.419678,41.22461,-0.23822291,-0.057733618,-0.012476349,-0.68722117
-23.54773,40.282227,0.0694354,-1.1060218,0.3036849,-1.0358201
-9.000366,59.773804,0.028849984,-1.6127174,0.33706722,-1.8433443
18.352661,59.859943,-1.0560753,0.021514129,0.61319005,-1.5432577
25.623926,82.23047,0.07750454,2.746478,0.96978533,-1.2064927
31.386425,84.44717,-0.06760864,-0.1150528,0.17571755,-0.7855228
28.142675,82.90645,0.9275665,-0.2892769,-0.080567166,0.3803936
11.52373,76.82412,-0.049474716,-0.09452362,-1.1996472,1.1683308
-11.279101,72.87978,-0.14053306,-0.50576895,-0.39280853,1.4702847
-6.684375,72.052635,1.2580429,-0.1451706,0.6858883,0.9083166
17.719044,77.72139,1.4494385,-2.7412255,-0.6553831,0.16670743
28.233301,78.93779,1.2906227,-0.67154616,-0.20550862,-0.069942474
21.725292,66.913284,0.6791061,-0.41923523,-0.12367058,-0.2373436
18.644337,67.57539,-0.2637535,0.37628707,0.34388942,0.63467824
-8.80586,75.012695,-2.4835746,-0.49977723,1.2671978,1.7066025
-48.50039,98.479294,0.30714494,0.62208253,1.7279465,-0.030535508
-31.105371,119.46621,-0.83386153,0.83251345,-0.74933624,-2.1488335
4.1493163,83.92051,0.6218071,0.5649811,-2.0292861,-0.4389267
17.418848,48.435936,-0.77310026,2.1383088,0.54584503,-0.17551652
25.981348,32.85615,0.3028671,0.1704193,2.8339653,-2.3863442
22.087988,27.709375,0.9767494,0.5107048,-3.38498,-1.0220711
-2.0588868,56.35293,2.1508033,0.029988099,-4.3693147,-0.19729424
-23.013184,102.9478,2.915886,-3.231453,-2.15049,-0.33309016
-22.92871,111.17798,-4.8865814,-21.564201,-0.40497026,1.41445
-27.17002,96.19824,-8.057958,-0.84035033,-1.1448386,0.40542993
-27.4917,93.22158,5.700345,12.004049,-5.381285,-4.900419
3.7477539,93.19975,3.2697632,10.1759,-1.8921337,-0.93987465
17.784473,91.752785,17.120516,-14.76331,-1.942017,-5.2935114
-1.3488281,83.05025,-1.4000183,1.8112854,-0.46147352,1.0456474
-6.6956053,63.623436,17.447054,17.259235,-0.84256697,-4.369014
3.7790039,67.46944,2.6263642,-2.0084534,-0.14792275,-10.309784
20.5708,82.5166,1.9961426,-3.1799712,-1.1541702,-1.0237639
28.551563,88.07036,-6.267807,16.132864,7.5214663,-1.3732077
-16.779491,84.44722,-8.4602995,12.051007,3.227798,0.2688856
-66.92656,82.389015,-9.822515,0.8626068,1.7401664,-4.3937
-41.77578,85.95689,11.692808,9.4478855,-0.9466945,-2.2862568
11.112109,88.635544,3.6652617,3.404309,-2.4807067,-0.41926312
5.109082,86.17998,-3.0721328,-0.5500229,-1.8484573,-0.9841005
3.9273438,76.188034,-14.854268,-16.948278,-3.168599,-0.8795355
9.264941,70.27246,10.047365,6.4063387,-3.1907897,-3.469869
7.4831057,82.11289,0.69069517,2.9990113,-1.139529,-2.2811935
-4.7979493,81.165184,-1.3447602,-18.416916,-0.48958278,4.483819
-21.503223,82.94116,-5.5028076,5.960968,2.6479976,-1.97205
-8.938184,86.92432,-0.90476686,2.8677688,1.6264442,-0.92422235
0.19638672,102.99258,3.3270538,0.43110198,-3.8939,1.842988
2.2152343,104.697266,2.4791565,-3.6663299,-0.61236435,-0.31071773
8.731836,120.225296,3.0314636,-1.6183853,-0.5577167,-4.565088
7.7390137,133.64633,-3.7529922,4.0281496,-0.27035275,-1.4736695
-9.956152,137.9917,-4.2117033,3.5242844,0.073181264,0.05318088
-18.614746,136.5837,-3.2056732,-3.1009078,-0.33913776,-0.4426189
-0.6651367,151.78305,-3.0033143,-4.0321655,0.77449495,0.66761637
18.511425,138.48808,0.8486694,0.013749694,0.058333028,0.08029729
33.247948,107.50337,3.294075,3.8114655,-1.5260259,3.2230752
27.00913,55.564404,5.190686,3.501892,0.0019626778,-0.69490826
78.12373,-47.869434,3.6629472,-0.32730713,0.7871463,0.026827335
160.87422,-209.64043,-0.4888855,0.4916092,1.7723331,-2.7229304
155.30498,-303.85077,0.7476059,-1.4112747,-3.7574248,-3.2802887
43.51123,-370.56415,1.6484253,-2.4074998,-0.11411343,-3.0013719
-81.86182,-354.18848,0.16772461,-4.1589994,-1.0587468,-2.0438976
-103.478226,-309.64618,-8.426369,1.1416382,0.3543261,-0.62457097
40.375782,-264.83105,-2.0100937,-4.284723,2.256553,-0.7388589
268.73584,-252.89287,-0.66979676,1.4834801,-4.9071975,5.782175
340.86435,-184.70108,-1.37417,-1.0502793,2.266134,2.2922297
131.34746,-62.877052,3.282264,-0.846965,17.188526,-6.2640443
-158.87842,-11.059375,-7.7925997,-2.9767709,9.267797,8.315165
-248.41757,-46.395607,1.3084457,-4.323353,7.8236604,5.6726165
-144.28311,-134.26485,-3.0339615,-0.44286805,-6.4968233,12.58298
16.131542,-203.76299,-1.3369563,0.76983565,-10.522916,6.902585
22.250683,-167.03496,-0.23653468,-0.86261714,-12.046104,2.367293
-97.11924,5.097168,1.1749392,-1.0754976,-3.1484146,-0.046672057
-118.05479,155.03214,0.7198304,0.43314534,-3.9366279,0.45337906
-12.201075,150.41133,-0.08057709,0.40881842,-4.675093,0.076943204
-31.92207,88.05332,2.1448836,3.0998216,-4.8703775,-0.7985071
8.274414,41.978516,0.14688163,,0.29800892,-0.4427805
7.0279946,43.947266,,,,
2.5664062,54.267986,0.94898033,-0.6913947,0.11074505,-0.4876995
-8.3355465,51.04419,0.44629803,-0.4790283,0.2099289,-0.996714
-26.381298,52.02545,0.39576036,-0.4444689,1.0407801,-1.4980404
-27.527294,54.817627,0.16363335,-0.5183016,1.0380958,-2.8923862
0.1871582,59.91963,1.1921203,-0.81203973,0.475568,-2.273201
12.980616,68.0273,-2.535977,-1.9492257,0.26454774,0.04928398
18.288086,82.09448,0.25312003,-1.0310856,-1.0380714,1.0017208
32.76709,83.74966,0.6609402,-1.6742542,-1.142618,1.8805847
19.959473,76.586426,1.4650612,-1.936499,-0.3563122,1.3715985
-7.421094,71.82832,0.07822647,-1.7736626,-0.027331924,-0.98193586
-8.973828,75.39219,-0.4533615,-0.5758728,0.92847365,-0.94653285
13.090137,81.79795,1.1405914,1.0171692,-1.1569227,-0.70929813
30.48418,87.74483,0.18416062,0.6353096,0.98590696,-1.5590271
34.02334,77.94316,1.0184593,-0.6935867,-0.63301927,0.08189068
19.274317,61.78838,0.15314941,0.53514403,0.01593914,-0.35740566
-20.343262,59.40928,0.16557388,-0.35860673,2.330854,-1.2621644
-65.1667,65.92979,0.08599243,-0.2928955,1.983229,-2.9661324
-17.650585,61.58906,0.0062194825,-0.059030913,-2.542874,-0.5650574
50.60508,33.87324,-1.0291382,0.017835235,-2.3196785,0.13369636
43.622852,-6.374414,-1.4171928,-1.138665,1.4771255,-0.9062191
33.786034,-14.460156,0.053438567,0.01686554,1.9427124,-0.5138203
0.3006836,-0.0078125,1.0515251,-0.15532227,-5.033746,1.3289578
-65.66235,61.222313,1.3600334,0.13469085,-5.3689013,0.70319957
-64.18091,133.29282,-4.1727114,-0.50963134,-3.9154143,-0.28105977
-22.373388,150.14151,-4.188272,4.1336393,-0.31410584,1.0374962
-19.783741,133.6932,-3.3190353,1.990007,1.7472286,0.53080046
-20.546045,120.376755,0.6582413,-3.5593581,3.2667985,0.30660695
