Faults,Archaean - Early Mesoproterozoic polygons_Contact,Late Mesoproterozoic polygons_Contact,Middle Mesoproterozoic polygons_Contact,Neoproterozoic - Ordovician polygons_Contact,Archaean to early Mesoproterozoic geological provinces_Contact,Cainozoic geological provinces_Contact,Cambrian to late Carboniferous geological provinces_Contact,Jurassic to Cretaceous geolgocial provinces_Contact,Late Carboniferous to Triassic geological provinces_Contact,Middle to late Mesoproterozoic geoglocial provinces_Contact,Neoproterozoic geolgoical provinces_Contact,Res_C1,Res_C2,Res_C3,Res_C4,Res_C5,Res_C6,Res_C7,Res_C8,Res_C9,Res_C10,Res_C11,Res_C12
1727.3,25950.59,984822.02,370963.01,2703.2,147125.8,21645.14,2703.2,103884.83,38688.25,371316.12,14330.92,-4.311534526654932,6.356212226636855,0.8578798802540291,1.81757419015637,-0.0054818336737849,-0.3066271198149031,-0.2682287051724751,0.0410739888310609,0.3780505064019574,0.4546788698254231,0.1563550885368585,-0.2320463895483165
14160.42,8226.54,1002011.44,382135.87,5226.4,164406.49,24372.36,5226.4,103300.94,57733.71,382474.99,33097.39,-3.3754359706822235,5.682182385832863,0.6070412420164532,1.8625004414716435,-0.3233193709465141,-0.6226389226122766,-0.2420741689661997,0.2386419003176304,0.2004813756387527,0.4028379187842893,0.0285102379812636,-0.1036214779770735
33980.93,9364.77,1019303.41,394007.73,7432.77,181194.7,31167.61,7432.77,105627.5,76834.34,394333.08,52054.45,-2.088798922722654,4.3125314455340895,0.5677571131450779,1.8465772280772144,-0.6858452979327045,-0.320101210604705,-0.210323650317895,0.3904823141183071,0.1780913972077342,0.4282067489862528,-0.1353178796068709,-0.0192403106470725
53916.33,21690.43,1036692.79,406517.35,3191.45,198056.93,18349.1,3191.45,107769.17,96056.04,406829.25,71382.34,-0.1950635465433097,2.517458161298599,1.0241569018695145,1.2585043533125488,-0.6756040966420288,0.4297072187946911,-0.1621605535834431,0.3523851535729065,0.2775488408356719,0.4586248880056555,-0.3114320222762245,0.0263998576785745
10543.83,1339.67,715750.99,315748.52,15931.34,21832.0,8403.49,15931.39,6088.33,77904.41,316204.99,99314.13,-7.815697624168551,0.2511036139199351,4.515596930003715,-0.8060922702233526,-2.327216690296269,-1.2117123683497582,1.4729846592570426,0.7710695235731042,-0.0188543168928238,-0.4864064332708104,-0.2225155728661154,0.2866170407860931
400.19,17313.48,730518.53,308725.44,6611.1,17313.48,22216.24,6611.1,24979.24,58944.1,309187.73,79315.66,-5.851452764512953,-0.4399213986589035,5.624647920605281,-1.108056109257488,-1.9306083083146468,-0.1264286324711201,1.352953397464218,0.8243020501424707,-0.057563703970112,-0.5007559261686277,-0.1171268844065871,0.3575431117330362
9044.73,19145.72,745530.12,302862.45,11154.76,19145.72,26112.03,11154.76,44696.62,40977.51,303329.05,59318.22,-5.026600752422681,-1.0403562597534295,6.3355637722731,-1.4432335912504144,-1.7152835265045538,0.4814305572760501,1.180900837097419,0.9821464393798957,-0.166751991269809,-0.5209990129314624,-0.0710778701559521,0.3890508186969761
14764.36,14764.36,760771.32,298227.99,8051.5,14764.38,28347.68,8051.5,31042.66,24546.01,298697.13,39323.39,-4.717521777572849,-1.3080806957343725,6.816857134481983,-1.8180603965263795,-1.6403952729712306,0.8337815341766588,1.1086576639704666,1.129303955694659,-0.2612144150717885,-0.5779584717570835,-0.0820477717391873,0.4146049920363659
10553.84,10553.84,776228.59,294879.98,10553.84,10553.84,11166.39,10553.84,19602.8,10009.37,295349.68,19339.24,-4.947938055285873,-1.2116804995741786,6.899707330839233,-1.7883017131302033,-1.731189155413719,1.0898847469695956,1.1520376091122824,1.269686630921078,-0.354597110522468,-0.5653698428442478,-0.0955135074763319,0.4644132660809082
10563.16,10565.0,791886.99,292862.55,10565.0,10565.0,7318.41,10563.92,20737.15,9419.35,293330.69,433.48,-5.22925309779978,-0.9296491239129382,6.765336915832482,-1.6445448407223913,-1.7853217655226987,1.2715612723245944,1.170591013548839,1.431800289711466,-0.4011225937998445,-0.5112322068257056,-0.1485951844867215,0.4956422582174429
12855.53,9048.86,807736.04,292203.25,12855.53,14562.91,1012.95,12855.54,27158.56,27347.49,292667.65,12855.54,-5.69534510952367,-0.6205148404418976,6.376489409327723,-1.5232650961034158,-1.8735991612804677,1.3947514993922792,1.163753511462387,1.493573362585594,-0.3576941584625768,-0.4079077050553742,-0.2380961174806543,0.4896734747241649
11186.89,19540.12,823765.76,292911.27,971.89,21132.51,5391.06,971.89,42516.06,44328.48,293369.76,11186.89,-5.918635669271004,-0.247089451967291,5.927879586064065,-1.4735037828997075,-1.7600340635979213,1.5272191243357889,1.088896877756159,1.4150004202955853,-0.2783182166533436,-0.2640573081542053,-0.320863857004891,0.4475626685186605
1314.43,51690.35,923203.73,324164.5,1454.01,85936.48,21548.46,2056.86,130738.37,8487.1,324552.89,45698.84,-5.892079920347308,2.314828426287233,2.6509740658219063,-2.1954053995399265,-0.0388128676182099,1.056831726734882,0.4659394267062239,-0.7027332604663985,0.9797456717999772,0.4616981465901763,-0.3139226391131248,-0.3677490963897091
2320.1,34948.94,940243.39,333312.01,89.68,102491.67,3138.07,89.68,130460.44,4535.87,333685.54,30116.94,-7.153959240101624,3.0732213163654376,1.513135032323234,-1.4765771970119077,-0.3375433028309844,0.3725959499723209,0.6612905936164605,-0.969856935978492,1.0736925136634348,0.4332810049225595,-0.2191718415390233,-0.4071726165219524
3252.23,21848.87,957397.59,343381.95,1670.72,119744.21,5068.89,2150.58,127230.41,22505.84,343740.45,11070.85,-4.803910524313967,6.474772455014157,1.2923794938994833,1.8392266934413408,0.1728654878264809,0.4971729104251802,-0.3238538938038689,-0.0833338009646802,0.5949331126728905,0.6104692609013636,0.2470689323808075,-0.3774871520168398
3825.49,10637.28,974660.28,354295.68,4011.23,136905.6,23790.01,4629.74,123756.84,42187.01,354639.2,8258.56,-4.311534526654932,6.356212226636855,0.8578798802540291,1.81757419015637,-0.0054818336737849,-0.3066271198149031,-0.2682287051724751,0.0410739888310609,0.3780505064019574,0.4546788698254231,0.1563550885368585,-0.2320463895483165
20142.79,994.8,992025.8,365977.73,552.62,153583.15,42610.83,552.62,121079.08,61949.2,366306.46,27707.74,-3.3754359706822235,5.682182385832863,0.6070412420164532,1.8625004414716435,-0.3233193709465141,-0.6226389226122766,-0.2420741689661997,0.2386419003176304,0.2004813756387527,0.4028379187842893,0.0285102379812636,-0.1036214779770735
37363.92,18767.08,1009487.91,378356.93,3515.47,170469.85,39569.06,3515.47,116553.72,81758.15,378671.2,47546.51,-2.088798922722654,4.3125314455340895,0.5677571131450779,1.8465772280772144,-0.6858452979327045,-0.320101210604705,-0.210323650317895,0.3904823141183071,0.1780913972077342,0.4282067489862528,-0.1353178796068709,-0.0192403106470725
56239.64,22919.52,1027039.5,391367.14,1647.92,187856.06,19648.19,1647.92,115166.68,80359.39,391667.39,67478.8,1.2989505743393737,1.2383463691355503,0.0938779826163581,1.2940131803728565,-1.0311989105971142,0.2982125882284794,-0.1267821297181596,0.3249660111103685,0.2857729132700546,0.4330154335603471,-0.4320275926817482,0.0855955197094795
1446.59,658.57,732604.99,283615.13,2196.3,658.59,7463.42,2196.3,40304.1,34421.05,284080.65,60203.71,-0.1002405391494751,1.8885331699127552,8.415613576541203,1.4986139877422378,-0.6033272393116489,2.524211564417616,-0.2926295830275727,2.4968901639470986,-1.2919738514051444,-0.3065990455610056,0.8631988526027706,0.5336173095716926
3019.43,3019.43,748109.56,278660.75,3019.43,3019.43,15286.59,3019.42,20592.56,14795.08,279129.49,40460.21,0.3438159472101066,1.502623884925003,8.926585358850634,0.7545822556030252,-0.4640479121844471,2.827288608624744,-0.2445215671873688,2.571648573506356,-1.303006452291694,-0.4138815193109629,0.796924562719964,0.5633599726643351
6825.64,9259.37,763819.84,275074.68,9259.37,9259.37,14417.84,9259.37,3174.2,3438.1,275544.43,21024.55,-0.3438405964472947,1.5644104625085231,8.637265947036521,0.883380848376955,-0.6768583909924041,2.9752302791071403,-0.0725075678312722,2.6279895369645208,-1.3120493144627978,-0.4297527645480031,0.7190732840036548,0.6049952554702341
