SA_Cover_thickness_50m_GDA94_NoData_dx,SA_Cover_thickness_50m_GDA94_NoData_dy,dem-9s_GDA94_SA_NoData_dx,dem-9s_GDA94_SA_NoData_dy,SA_CoverThickness_400m_GDA94_NoData_dx,SA_CoverThickness_400m_GDA94_NoData_dy
-1283.2547607421875,263.184814453125,1.786965250968933,-1.3686773777008057,-5.803168773651123,-0.10756920278072357
4.60675048828125,-6.121411323547363,0.8306779861450195,1.1339571475982666,-2.525634765625,5.4976806640625
19.141626358032227,86.17790222167969,-1.136694312095642,-0.4655593931674957,-2.0534911155700684,-3.78106689453125
-7.5537109375,56.73735427856445,0.032387830317020416,0.027908021584153175,-0.8559325933456421,-3.1513915061950684
331.3736267089844,-53.78950119018555,0.8820716738700867,-0.059287261217832565,-2.301870822906494,0.24751587212085724
37.17822265625,54.03857421875,-0.7020599246025085,-0.7967933416366577,0.9819042086601257,-0.013118552975356579
-2.2275390625,110.9365234375,6.374182224273682,-2.0874266624450684,-1.41015625,-0.40029484033584595
7.012475490570068,-1.4822266101837158,-1.4060394763946533,0.645153820514679,-2.017040967941284,0.4573120176792145
13.659276962280273,105.32832336425781,-2.0002853870391846,4.6719183921813965,-0.050447843968868256,0.21407394111156464
-0.11464843899011612,10.610937118530273,2.8013672828674316,2.0540099143981934,1.0348222255706787,-1.5033200979232788
-131.7610321044922,14.266797065734863,0.553118109703064,0.26534804701805115,9.816662788391113,-6.6424407958984375
17.230457305908203,45.5656623840332,-3.895733594894409,-4.621991157531738,-0.18987497687339783,0.2260441780090332
-279.63983154296875,1217.857666015625,1.6696045398712158,-1.169836401939392,-3.048004150390625,-12.818359375
-170.30624389648438,168.03250122070312,2.090994358062744,-0.649354100227356,-21.630224227905273,-4.388110160827637
9.607226371765137,83.19697570800781,-0.5844742059707642,-2.241647243499756,-0.022106776013970375,0.01355181448161602
1.2721679210662842,-2.3672852516174316,-0.9461174011230469,0.16282959282398224,0.3235122561454773,0.9764755368232727
-535.0025634765625,1041.350830078125,-0.712755560874939,-0.031645964831113815,9.584070205688477,-10.750707626342773
-2.343798875808716,4.218213081359863,-0.3714439272880554,-0.0014968871837481856,-0.937176525592804,2.5732054710388184
-44.57024002075195,-36.41533279418945,0.08345203101634979,0.10818099975585938,3.849853515625,3.9351563453674316
17.316173553466797,-47.688636779785156,-0.389578253030777,0.13800963759422302,-0.15797848999500275,0.12722821533679962
142.65371704101562,128.89511108398438,2.607203245162964,3.314659595489502,4.284413814544678,2.2916572093963623
-12.976099014282227,170.3622283935547,-0.41778564453125,-0.49616700410842896,-0.5337880849838257,0.6598237752914429
-7.251391410827637,32.4317741394043,-0.5713230967521667,-6.85458517074585,-0.8456054925918579,-10.739087104797363
